"year","zone","dataCollectionTime","group","measure","value"
"2012","S01002003","First Visit","Exclusively Breastfed","Ratio","57.1"
"2005","S01002003","First Visit","Breastfed","Ratio","66.7"
"2007","S01002003","First Visit","Exclusively Breastfed","Ratio","29.4"
"2009","S01002003","First Visit","Breastfed","Ratio",50
"2003","S01002003","First Visit","Breastfed","Ratio","54.5"
"2008","S01002003","First Visit","Exclusively Breastfed","Ratio",75
"2003","S01002003","First Visit","Exclusively Breastfed","Ratio","45.5"
"2009","S01002003","First Visit","Exclusively Breastfed","Ratio","41.7"
"2002","S01002003","First Visit","Breastfed","Ratio","81.8"
"2001","S01002003","First Visit","Breastfed","Ratio","66.7"
"2013","S01002003","First Visit","Exclusively Breastfed","Ratio","38.5"
"2010","S01002003","First Visit","Breastfed","Ratio","35.7"
"2010","S01002003","First Visit","Exclusively Breastfed","Ratio","28.6"
"2004","S01002004","6 To 8 Week Review","Breastfed","Count",2
"2004","S01002004","6 To 8 Week Review","Breastfed","Ratio",40
"2005","S01002004","6 To 8 Week Review","Breastfed","Ratio","85.7"
"2012","S01002004","First Visit","Breastfed","Count",9
"2007","S01002004","First Visit","Breastfed","Count",2
"2006","S01002004","6 To 8 Week Review","Breastfed","Ratio","77.8"
"2008","S01002004","6 To 8 Week Review","Breastfed","Count",8
"2007","S01002004","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2008","S01002004","6 To 8 Week Review","Breastfed","Ratio",100
"2003","S01002004","6 To 8 Week Review","Breastfed","Count",4
"2007","S01002004","6 To 8 Week Review","Breastfed","Count",2
"2009","S01002004","6 To 8 Week Review","Breastfed","Ratio",75
"2010","S01002004","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2008","S01002004","First Visit","Breastfed","Count",8
"2006","S01002004","First Visit","Breastfed","Count",6
"2011","S01002004","6 To 8 Week Review","Breastfed","Ratio",100
"2004","S01002004","First Visit","Breastfed","Count",3
"2012","S01002004","6 To 8 Week Review","Breastfed","Ratio","87.5"
"2013","S01002004","6 To 8 Week Review","Breastfed","Ratio",50
"2006","S01002004","6 To 8 Week Review","Breastfed","Count",7
"2003","S01002004","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2011","S01002004","6 To 8 Week Review","Breastfed","Count",9
"2009","S01002004","6 To 8 Week Review","Breastfed","Count",9
"2002","S01002004","6 To 8 Week Review","Breastfed","Ratio",90
"2001","S01002004","6 To 8 Week Review","Breastfed","Ratio","57.1"
"2012","S01002004","6 To 8 Week Review","Breastfed","Count",7
"2001","S01002004","First Visit","Breastfed","Ratio",50
"2003","S01002004","First Visit","Breastfed","Count",4
"2004","S01002004","First Visit","Breastfed","Ratio",60
"2011","S01002004","First Visit","Breastfed","Count",9
"2002","S01002004","6 To 8 Week Review","Breastfed","Count",9
"2005","S01002004","First Visit","Breastfed","Ratio","85.7"
"2002","S01002004","First Visit","Breastfed","Ratio","81.8"
"2001","S01002004","First Visit","Breastfed","Count",3
"2006","S01002004","First Visit","Breastfed","Ratio",75
"2009","S01002004","First Visit","Breastfed","Count",10
"2011","S01002004","First Visit","Breastfed","Ratio",100
"2001","S01002004","6 To 8 Week Review","Breastfed","Count",4
"2013","S01002004","6 To 8 Week Review","Breastfed","Count",4
"2012","S01002004","First Visit","Breastfed","Ratio",90
"2007","S01002004","First Visit","Breastfed","Ratio","66.7"
"2005","S01002004","First Visit","Breastfed","Count",6
"2008","S01002004","First Visit","Breastfed","Ratio",100
"2013","S01002004","First Visit","Breastfed","Count",6
"2010","S01002004","First Visit","Breastfed","Count",7
"2003","S01002004","First Visit","Breastfed","Ratio","66.7"
"2005","S01002004","6 To 8 Week Review","Breastfed","Count",6
"2009","S01002004","First Visit","Breastfed","Ratio","83.3"
"2010","S01002004","6 To 8 Week Review","Breastfed","Count",6
"2013","S01002004","First Visit","Breastfed","Ratio",75
"2010","S01002004","First Visit","Breastfed","Ratio","87.5"
"2002","S01002004","First Visit","Breastfed","Count",9
"2001","S01002004","First Visit","Exclusively Breastfed","Count",3
"2004","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002004","First Visit","Exclusively Breastfed","Count",2
"2007","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2011","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",8
"2005","S01002004","First Visit","Exclusively Breastfed","Count",6
"2002","S01002004","First Visit","Exclusively Breastfed","Count",8
"2008","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",8
"2006","S01002004","First Visit","Exclusively Breastfed","Count",6
"2012","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2011","S01002004","First Visit","Exclusively Breastfed","Count",9
"2013","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2005","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2012","S01002004","First Visit","Exclusively Breastfed","Count",7
"2007","S01002004","First Visit","Exclusively Breastfed","Count",2
"2003","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2008","S01002004","First Visit","Exclusively Breastfed","Count",8
"2006","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2009","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",7
"2003","S01002004","First Visit","Exclusively Breastfed","Count",4
"2002","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2009","S01002004","First Visit","Exclusively Breastfed","Count",6
"2001","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002004","First Visit","Exclusively Breastfed","Count",5
"2010","S01002004","First Visit","Exclusively Breastfed","Count",5
"2010","S01002004","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2004","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2005","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","85.7"
"2006","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2007","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2008","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio",100
"2009","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","58.3"
"2010","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","44.4"
"2011","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","88.9"
"2012","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","62.5"
"2013","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2003","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2002","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2001","S01002004","6 To 8 Week Review","Exclusively Breastfed","Ratio","57.1"
"2001","S01002004","First Visit","Exclusively Breastfed","Ratio",50
"2004","S01002004","First Visit","Exclusively Breastfed","Ratio",40
"2005","S01002004","First Visit","Exclusively Breastfed","Ratio","85.7"
"2002","S01002004","First Visit","Exclusively Breastfed","Ratio","72.7"
"2006","S01002004","First Visit","Exclusively Breastfed","Ratio",75
"2011","S01002004","First Visit","Exclusively Breastfed","Ratio",100
"2012","S01002004","First Visit","Exclusively Breastfed","Ratio",70
"2007","S01002004","First Visit","Exclusively Breastfed","Ratio","66.7"
"2008","S01002004","First Visit","Exclusively Breastfed","Ratio",100
"2003","S01002004","First Visit","Exclusively Breastfed","Ratio","66.7"
"2009","S01002004","First Visit","Exclusively Breastfed","Ratio",50
"2013","S01002004","First Visit","Exclusively Breastfed","Ratio","62.5"
"2010","S01002004","First Visit","Exclusively Breastfed","Ratio","62.5"
"2001","S01002005","First Visit","Exclusively Breastfed","Count",2
"2003","S01002005","6 To 8 Week Review","Breastfed","Count",2
"2004","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002005","First Visit","Exclusively Breastfed","Count",2
"2007","S01002005","First Visit","Breastfed","Count",1
"2005","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002005","6 To 8 Week Review","Breastfed","Count",2
"2005","S01002005","First Visit","Exclusively Breastfed","Count",1
"2011","S01002005","First Visit","Breastfed","Count",8
"2010","S01002005","6 To 8 Week Review","Breastfed","Count",10
"2006","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2002","S01002005","First Visit","Exclusively Breastfed","Count",2
"2008","S01002005","First Visit","Breastfed","Count",8
"2012","S01002005","6 To 8 Week Review","Breastfed","Count",6
"2006","S01002005","First Visit","Breastfed","Count",7
"2012","S01002005","First Visit","Breastfed","Count",7
"2007","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2008","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2004","S01002005","First Visit","Breastfed","Count",3
"2006","S01002005","First Visit","Exclusively Breastfed","Count",7
"2008","S01002005","6 To 8 Week Review","Breastfed","Count",7
"2013","S01002005","6 To 8 Week Review","Breastfed","Count",7
"2009","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2013","S01002005","First Visit","Breastfed","Count",11
"2011","S01002005","First Visit","Exclusively Breastfed","Count",5
"2010","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",8
"2002","S01002005","6 To 8 Week Review","Breastfed","Count",2
"2006","S01002005","6 To 8 Week Review","Breastfed","Count",7
"2012","S01002005","First Visit","Exclusively Breastfed","Count",5
"2007","S01002005","First Visit","Exclusively Breastfed","Count",0
"2011","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2009","S01002005","6 To 8 Week Review","Breastfed","Count",3
"2008","S01002005","First Visit","Exclusively Breastfed","Count",8
"2012","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2009","S01002005","First Visit","Breastfed","Count",3
"2003","S01002005","First Visit","Breastfed","Count",4
"2005","S01002005","First Visit","Breastfed","Count",2
"2013","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",7
"2005","S01002005","6 To 8 Week Review","Breastfed","Count",1
"2003","S01002005","First Visit","Exclusively Breastfed","Count",4
"2002","S01002005","First Visit","Breastfed","Count",2
"2003","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2001","S01002005","6 To 8 Week Review","Breastfed","Count",0
"2009","S01002005","First Visit","Exclusively Breastfed","Count",1
"2001","S01002005","First Visit","Breastfed","Count",2
"2010","S01002005","First Visit","Breastfed","Count",11
"2007","S01002005","6 To 8 Week Review","Breastfed","Count",0
"2002","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2013","S01002005","First Visit","Exclusively Breastfed","Count",9
"2001","S01002005","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2010","S01002005","First Visit","Exclusively Breastfed","Count",9
"2011","S01002005","6 To 8 Week Review","Breastfed","Count",4
"2010","S01002005","6 To 8 Week Review","Breastfed","Ratio","62.5"
"2011","S01002005","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2005","S01002005","6 To 8 Week Review","Breastfed","Ratio",20
"2012","S01002005","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2008","S01002005","6 To 8 Week Review","Breastfed","Ratio","43.8"
"2013","S01002005","6 To 8 Week Review","Breastfed","Ratio",50
"2004","S01002005","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2003","S01002005","6 To 8 Week Review","Breastfed","Ratio","28.6"
"2006","S01002005","6 To 8 Week Review","Breastfed","Ratio","63.6"
"2002","S01002005","6 To 8 Week Review","Breastfed","Ratio",40
"2009","S01002005","6 To 8 Week Review","Breastfed","Ratio",50
"2001","S01002005","6 To 8 Week Review","Breastfed","Ratio",0
"2007","S01002005","6 To 8 Week Review","Breastfed","Ratio",0
"2004","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2005","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2006","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","54.5"
"2007","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2008","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","31.3"
"2009","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","16.7"
"2010","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2011","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2012","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2013","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2003","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2002","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2001","S01002005","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2004","S01002005","First Visit","Breastfed","Ratio",100
"2001","S01002005","First Visit","Exclusively Breastfed","Ratio",40
"2004","S01002005","First Visit","Exclusively Breastfed","Ratio","66.7"
"2005","S01002005","First Visit","Exclusively Breastfed","Ratio",20
"2007","S01002005","First Visit","Breastfed","Ratio","33.3"
"2011","S01002005","First Visit","Breastfed","Ratio","72.7"
"2012","S01002005","First Visit","Breastfed","Ratio",50
"2008","S01002005","First Visit","Breastfed","Ratio",50
"2002","S01002005","First Visit","Exclusively Breastfed","Ratio",40
"2006","S01002005","First Visit","Exclusively Breastfed","Ratio","63.6"
"2013","S01002005","First Visit","Breastfed","Ratio","68.8"
"2006","S01002005","First Visit","Breastfed","Ratio","63.6"
"2011","S01002005","First Visit","Exclusively Breastfed","Ratio","45.5"
"2012","S01002005","First Visit","Exclusively Breastfed","Ratio","35.7"
"2005","S01002005","First Visit","Breastfed","Ratio",40
"2007","S01002005","First Visit","Exclusively Breastfed","Ratio",0
"2009","S01002005","First Visit","Breastfed","Ratio",50
"2003","S01002005","First Visit","Breastfed","Ratio","57.1"
"2008","S01002005","First Visit","Exclusively Breastfed","Ratio",50
"2003","S01002005","First Visit","Exclusively Breastfed","Ratio","57.1"
"2009","S01002005","First Visit","Exclusively Breastfed","Ratio","16.7"
"2002","S01002005","First Visit","Breastfed","Ratio",40
"2001","S01002005","First Visit","Breastfed","Ratio",40
"2013","S01002005","First Visit","Exclusively Breastfed","Ratio","56.2"
"2010","S01002005","First Visit","Breastfed","Ratio","73.3"
"2010","S01002005","First Visit","Exclusively Breastfed","Ratio",60
"2003","S01002006","6 To 8 Week Review","Breastfed","Count",4
"2001","S01002006","First Visit","Exclusively Breastfed","Count",5
"2004","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002006","First Visit","Exclusively Breastfed","Count",2
"2007","S01002006","First Visit","Breastfed","Count",13
"2005","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01002006","6 To 8 Week Review","Breastfed","Count",3
"2005","S01002006","First Visit","Exclusively Breastfed","Count",6
"2011","S01002006","First Visit","Breastfed","Count",13
"2007","S01002006","6 To 8 Week Review","Breastfed","Count",9
"2006","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2002","S01002006","First Visit","Exclusively Breastfed","Count",8
"2008","S01002006","First Visit","Breastfed","Count",7
"2012","S01002006","6 To 8 Week Review","Breastfed","Count",4
"2006","S01002006","First Visit","Breastfed","Count",8
"2012","S01002006","First Visit","Breastfed","Count",6
"2007","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2008","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002006","First Visit","Breastfed","Count",3
"2006","S01002006","First Visit","Exclusively Breastfed","Count",7
"2008","S01002006","6 To 8 Week Review","Breastfed","Count",6
"2013","S01002006","6 To 8 Week Review","Breastfed","Count",3
"2009","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",7
"2013","S01002006","First Visit","Breastfed","Count",4
"2011","S01002006","First Visit","Exclusively Breastfed","Count",9
"2002","S01002006","6 To 8 Week Review","Breastfed","Count",6
"2010","S01002006","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2006","S01002006","6 To 8 Week Review","Breastfed","Count",8
